INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET
I162080973,1402,Vandalism,VANDALISM,Mattapan,482,N,2016-10-03 16:40:00,2016,10,Monday,16,Part Two,RIVER ST
I172029940,3115,Investigate Person,INVESTIGATE PERSON,South End,273,N,2017-04-17 15:15:00,2017,4,Monday,15,Part Three,SHAWMUT AVE
I172059586,1402,Vandalism,VANDALISM,Dorchester,336,N,2017-07-22 18:06:00,2017,7,Saturday,18,Part Two,INWOOD ST
I172077086,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,444,N,2017-09-16 14:05:00,2017,9,Saturday,14,Part Three,GLEASON ST
I162003325,3502,Missing Person Located,MISSING PERSON - LOCATED,Downtown, ,N,2016-01-12 23:17:00,2016,1,Tuesday,23,Part Three,MGH
I162027406,3115,Investigate Person,INVESTIGATE PERSON,Roxbury,305,N,2016-04-09 03:39:00,2016,4,Saturday,3,Part Three,WALNUT AVE
I182011448,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",Roxbury,603,N,2018-02-12 20:13:00,2018,2,Monday,20,Part Three,CALUMET ST
I162062226,724,Auto Theft,AUTO THEFT,Mattapan,565,N,2016-08-03 16:48:00,2016,8,Wednesday,16,Part One,AMERICAN LEGION HWY
I152106557,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,Roxbury,300,N,2015-12-26 18:01:00,2015,12,Saturday,18,Part Three,HIGHLAND ST
I172074325,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,South Boston,914,N,2017-09-07 22:10:00,2017,9,Thursday,22,Part One,MONSIGNOR DENNIS F O'CALL
I182060678,3201,Property Lost,PROPERTY - LOST,South End,273,N,2018-08-01 06:00:00,2018,8,Wednesday,6,Part Three,WASHINGTON ST
I162083769,3001,Medical Assistance,DEATH INVESTIGATION,East Boston,7,Y,2016-10-12 22:51:00,2016,10,Wednesday,22,Part Three,GLADSTONE ST
I162008233,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,438,N,2016-01-31 04:23:00,2016,1,Sunday,4,Part Three,SOUTHERN AVE
I182050466,3007,Medical Assistance,SUDDEN DEATH,Hyde Park,513,N,2018-06-27 14:42:00,2018,6,Wednesday,14,Part Three,MILTON AVE
I162070501,1402,Vandalism,VANDALISM,Hyde Park,940,N,2016-08-29 16:00:00,2016,8,Monday,16,Part Two,GARFIELD AVE
I172102146,3114,Investigate Property,INVESTIGATE PROPERTY,Downtown,61,N,2017-12-09 15:58:00,2017,12,Saturday,15,Part Three,LEGENDS WAY
I172088850,617,Larceny,LARCENY THEFT FROM BUILDING,Mattapan,420,N,2017-10-24 12:18:00,2017,10,Tuesday,12,Part One,MORTON ST
I172000102,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,East Boston,19,N,2017-01-01 06:01:00,2017,1,Sunday,6,Part Three,SARATOGA ST
I182019624,3201,Property Lost,PROPERTY - LOST,Brighton,773,N,2018-03-13 17:00:00,2018,3,Tuesday,17,Part Three,CHESTNUT HILL AVE
I172086052,2647,Other,THREATS TO DO BODILY HARM,South End,271,N,2017-10-12 12:00:00,2017,10,Thursday,12,Part Two,NORTHAMPTON ST
I182003830,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",Brighton,803,N,2018-01-15 06:41:00,2018,1,Monday,6,Part Three,EVERETT ST
I182024317,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,943,Y,2018-04-02 00:38:00,2018,4,Monday,0,Part One,WOODRUFF WAY
I182010143,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,Roxbury,266,N,2018-02-07 19:41:00,2018,2,Wednesday,19,Part Three,BLUE HILL AVE
I182004951,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Charlestown,53,N,2018-01-19 11:00:00,2018,1,Friday,11,Part Three,OAK ST
I162037005,617,Larceny,LARCENY THEFT FROM BUILDING,Downtown,68,N,2016-05-12 12:26:00,2016,5,Thursday,12,Part One,CAMBRIDGE ST
I182023296,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Roxbury,332,N,2018-03-29 08:00:00,2018,3,Thursday,8,Part Three,COLUMBIA RD
I182065680,3410,Towed,TOWED MOTOR VEHICLE,Downtown,80,N,2018-08-17 10:22:00,2018,8,Friday,10,Part Three,HULL ST
I172029684,1402,Vandalism,VANDALISM,South End,149,N,2017-04-16 17:26:00,2017,4,Sunday,17,Part Two,BRADDOCK PARK
I182003758,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Dorchester,388,N,2018-01-14 20:38:00,2018,1,Sunday,20,Part One,BROOKVALE ST
I162036236,724,Auto Theft,AUTO THEFT,Roxbury,239,N,2016-05-09 21:45:00,2016,5,Monday,21,Part One,COLUMBIA RD
I162037686,617,Larceny,LARCENY THEFT FROM BUILDING,South End,129,N,2016-05-14 14:00:00,2016,5,Saturday,14,Part One,BOYLSTON ST
I172042434,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,Roxbury,311,N,2017-05-29 12:49:00,2017,5,Monday,12,Part Three,BLUE HILL AVE
I172053686,613,Larceny,LARCENY SHOPLIFTING,South End,146,N,2017-07-03 18:00:00,2017,7,Monday,18,Part One,HUNTINGTON AVE
I152067171,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,Brighton,765,N,2015-08-14 08:56:15,2015,8,Friday,8,Part One,HOBSON ST
I152099042,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,Roxbury,282,N,2015-11-30 20:28:00,2015,11,Monday,20,Part Two,WASHINGTON ST
I162048950,423,Aggravated Assault,ASSAULT - AGGRAVATED,West Roxbury,712,N,2016-06-20 15:55:00,2016,6,Monday,15,Part One,FREEMAN AVE
I162024451,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,Roxbury,276,N,2016-03-30 09:45:00,2016,3,Wednesday,9,Part Three,EUSTIS ST
I172065245,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,Dorchester,367,N,2017-08-01 16:00:00,2017,8,Tuesday,16,Part Three,GIBSON ST
I182018915,2647,Other,THREATS TO DO BODILY HARM,Hyde Park,480,N,2018-03-12 20:07:00,2018,3,Monday,20,Part Two,CUMMINS HWY
I162083324,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,West Roxbury,709,N,2016-10-11 14:13:00,2016,10,Tuesday,14,Part Three,CENTRE ST
I172000664,3114,Investigate Property,INVESTIGATE PROPERTY,Downtown,61,N,2017-01-03 16:46:00,2017,1,Tuesday,16,Part Three,FLEET CENTER PL
I162084417,3114,Investigate Property,INVESTIGATE PROPERTY,South Boston,215,N,2016-10-14 00:30:00,2016,10,Friday,0,Part Three,W SEVENTH ST
I152079776,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Hyde Park,521,Y,2015-09-25 01:44:00,2015,9,Friday,1,Part One,MAPLE ST
I182050520,3115,Investigate Person,INVESTIGATE PERSON,Brighton,755,N,2018-06-27 19:06:00,2018,6,Wednesday,19,Part Three,HUNNEWELL AVE
I162014110,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,Mattapan,429,N,2016-02-22 15:24:00,2016,2,Monday,15,Part Two,MORTON ST
I162017550,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,Dorchester,355,N,2016-03-05 22:20:00,2016,3,Saturday,22,Part Two,ADAMS ST
I162052245,724,Auto Theft,AUTO THEFT,South End,136,N,2016-06-26 17:00:00,2016,6,Sunday,17,Part One,COMMONWEALTH AVE
I172051955,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Brighton,794,N,2017-06-28 10:20:00,2017,6,Wednesday,10,Part Two,HARVARD AVE
I172046881,3115,Investigate Person,INVESTIGATE PERSON,Jamaica Plain,637,N,2017-06-12 18:57:00,2017,6,Monday,18,Part Three,SPRING PARK AVE
I172009712,617,Larceny,LARCENY THEFT FROM BUILDING,South Boston,175,N,2017-02-04 15:30:00,2017,2,Saturday,15,Part One,SOUTHAMPTON ST
I182050804,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Dorchester,337,N,2018-06-26 15:40:00,2018,6,Tuesday,15,Part Three,COLUMBIA RD
I172043674,3115,Investigate Person,INVESTIGATE PERSON,Brighton,793,N,2017-06-02 11:45:00,2017,6,Friday,11,Part Three,BRAINERD RD
I182056649,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Downtown, ,N,2018-07-18 19:15:00,2018,7,Wednesday,19,Part Two,BEACON ST
I182000200,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,South Boston,936,Y,2018-01-01 16:53:00,2018,1,Monday,16,Part Two,B ST
I182027866,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,Mattapan,428,N,2018-04-13 14:00:00,2018,4,Friday,14,Part Two,WOOLSON ST
I162104906,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,Mattapan,429,N,2016-12-25 22:57:00,2016,12,Sunday,22,Part One,WINSTON RD
I162087916,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,Roxbury,184,N,2016-10-27 05:28:00,2016,10,Thursday,5,Part One,GROOM ST
I162071189,617,Larceny,LARCENY THEFT FROM BUILDING,South End,624,N,2016-09-01 10:00:00,2016,9,Thursday,10,Part One,HUNTINGTON AVE
I182070340,613,Larceny,LARCENY SHOPLIFTING,Roxbury,311,N,2018-09-01 16:23:00,2018,9,Saturday,16,Part One,BLUE HILL AVE
I162064001,3502,Missing Person Located,MISSING PERSON - LOCATED,Roxbury,315,N,2016-08-09 16:45:00,2016,8,Tuesday,16,Part Three,WABON ST
I172083996,802,Simple Assault,ASSAULT SIMPLE - BATTERY,East Boston,26,N,2017-10-08 15:00:00,2017,10,Sunday,15,Part Two,BORDER ST
I162087964,3125,Warrant Arrests,WARRANT ARREST,South End,627,N,2017-05-16 09:00:00,2017,5,Tuesday,9,Part Three,PETERBOROUGH ST
I182022363,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South Boston,187,N,2018-03-25 23:55:00,2018,3,Sunday,23,Part Three,WASHBURN ST
I172009096,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,Dorchester,378,N,2017-02-02 17:47:00,2017,2,Thursday,17,Part One,COFFEY ST
I162084729,3201,Property Lost,PROPERTY - LOST,South End,624,N,2016-10-15 23:30:00,2016,10,Saturday,23,Part Three,BROOKLINE AVE
I182034137,724,Auto Theft,AUTO THEFT,Downtown,108,N,2018-05-06 00:30:00,2018,5,Sunday,0,Part One,FEDERAL ST
I152085127,617,Larceny,LARCENY THEFT FROM BUILDING,Dorchester,362,N,2015-10-13 14:20:00,2015,10,Tuesday,14,Part One,WASHINGTON ST
I162106365,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,Hyde Park,513,N,2016-12-31 14:47:00,2016,12,Saturday,14,Part Three,HIGHLAND ST
I162100286,301,Robbery,ROBBERY - STREET,Hyde Park,533,N,2016-12-08 22:10:00,2016,12,Thursday,22,Part One,READVILLE ST
I152095809,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Jamaica Plain,303,N,2015-11-18 17:49:00,2015,11,Wednesday,17,Part One,COLUMBUS AVE
I162002719,2647,Other,THREATS TO DO BODILY HARM,Mattapan,463,N,2016-01-10 17:21:00,2016,1,Sunday,17,Part Two,BLUE HILL AVE
I152065022,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Roxbury,330,N,2015-08-06 16:28:00,2015,8,Thursday,16,Part Two,BLUE HILL AVE
I162091950,617,Larceny,LARCENY THEFT FROM BUILDING,South End,134,N,2016-11-09 18:43:00,2016,11,Wednesday,18,Part One,BOYLSTON ST
I172047938,3402,Service,ANIMAL INCIDENTS,Roxbury,289,N,2017-06-15 18:32:00,2017,6,Thursday,18,Part Three,WHITTIER ST
I182031221,802,Simple Assault,ASSAULT SIMPLE - BATTERY,West Roxbury, ,N,2018-04-26 11:55:00,2018,4,Thursday,11,Part Two,CUMMINS
I182006695,3201,Property Lost,PROPERTY - LOST,Roxbury, ,N,2018-01-11 13:00:00,2018,1,Thursday,13,Part Three,CEYLON ST
I152065451,3207,Property Found,PROPERTY - FOUND,Brighton,783,N,2015-08-07 22:00:00,2015,8,Friday,22,Part Three,COMMONWEALTH AVE
I152101606,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Dorchester,337,N,2015-12-09 07:12:00,2015,12,Wednesday,7,Part Three,OLNEY ST
I182029055,3114,Investigate Property,INVESTIGATE PROPERTY,Hyde Park,520,N,2018-04-18 16:00:00,2018,4,Wednesday,16,Part Three,HYDE PARK AVE
I172077505,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,Downtown,75,N,2017-09-17 20:48:00,2017,9,Sunday,20,Part Two,CAUSEWAY ST
I172026393,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,444,N,2017-04-01 20:00:00,2017,4,Saturday,20,Part Three,AMERICAN LEGION HWY
I152094823,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,427,N,2015-11-15 03:50:00,2015,11,Sunday,3,Part Three,BLUE HILL AVE
I162090021,3115,Investigate Person,INVESTIGATE PERSON,South Boston,226,N,2016-11-03 09:15:00,2016,11,Thursday,9,Part Three,E FOURTH ST
I172068441,3402,Service,ANIMAL INCIDENTS,Roxbury,297,N,2017-08-19 13:39:00,2017,8,Saturday,13,Part Three,KENSINGTON PARK
I152071140,3115,Investigate Person,INVESTIGATE PERSON,Downtown,120,N,2015-08-27 16:00:00,2015,8,Thursday,16,Part Three,BOYLSTON ST
I152083646,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,South End,620,N,2015-10-07 16:30:00,2015,10,Wednesday,16,Part One,NORWAY ST
I162008016,2647,Other,THREATS TO DO BODILY HARM,South End,134,N,2016-01-30 10:14:00,2016,1,Saturday,10,Part Two,NEWBURY ST
I162009468,3114,Investigate Property,INVESTIGATE PROPERTY,Downtown,61,N,2016-02-04 12:58:00,2016,2,Thursday,12,Part Three,FLEET CENTER PL
I182039153,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,Roxbury,282,N,2018-05-22 18:29:00,2018,5,Tuesday,18,Part Two,WASHINGTON ST
I162081214,3125,Warrant Arrests,WARRANT ARREST,Roxbury,237,N,2016-10-04 11:16:00,2016,10,Tuesday,11,Part Three,ELDER ST
I172078319,613,Larceny,LARCENY SHOPLIFTING,Brighton,627,N,2017-09-20 16:04:00,2017,9,Wednesday,16,Part One,BROOKLINE AVE
I182002240,613,Larceny,LARCENY SHOPLIFTING,Downtown,112,N,2018-01-09 18:15:00,2018,1,Tuesday,18,Part One,WASHINGTON ST
I162076742,1001,Counterfeiting,FORGERY / COUNTERFEITING,Roxbury,602,N,2016-09-18 12:00:00,2016,9,Sunday,12,Part Two,TREMONT ST
I162093255,3201,Property Lost,PROPERTY - LOST,Mattapan,451,N,2016-10-14 17:22:00,2016,10,Friday,17,Part Three,PARK ST
I172087117,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,909,Y,2017-10-18 19:53:00,2017,10,Wednesday,19,Part One,CABOT ST
I182052632,3114,Investigate Property,INVESTIGATE PROPERTY,Dorchester,354,N,2018-07-04 21:35:00,2018,7,Wednesday,21,Part Three,ADAMS ST
I152085919,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,East Boston,824,N,2015-10-16 03:33:00,2015,10,Friday,3,Part One,LEXINGTON ST
I172049804,3301,Verbal Disputes,VERBAL DISPUTE,Mattapan,428,N,2017-06-21 17:11:00,2017,6,Wednesday,17,Part Three,WILDWOOD ST
I162009411,3001,Medical Assistance,DEATH INVESTIGATION,Mattapan,432,N,2016-02-04 09:47:00,2016,2,Thursday,9,Part Three,OAKHURST ST
I152074820,3130,Search Warrants,SEARCH WARRANT,Mattapan,465,N,2015-09-09 09:48:00,2015,9,Wednesday,9,Part Three,BLUE HILL AVE
I182052421,3410,Towed,TOWED MOTOR VEHICLE,Brighton,765,N,2018-07-04 08:38:00,2018,7,Wednesday,8,Part Three,HOBART ST
I152062671,617,Larceny,LARCENY THEFT FROM BUILDING,Roxbury,257,N,2015-07-24 12:00:00,2015,7,Friday,12,Part One,COLUMBIA RD
I162100395,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,South End,150,N,2016-12-09 12:05:00,2016,12,Friday,12,Part Two,COLUMBUS AVE
I172084397,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,Mattapan,426,N,2017-10-10 06:57:00,2017,10,Tuesday,6,Part One,BABSON ST
I162061503,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",South Boston,187,N,2016-08-01 11:04:00,2016,8,Monday,11,Part Three,HARVEST ST
I182017790,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South End,937,N,2018-03-08 17:01:00,2018,3,Thursday,17,Part Three,SHAWMUT AVE
I162102097,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Downtown,124,N,2016-12-15 10:22:00,2016,12,Thursday,10,Part Three,KNEELAND ST
I172003181,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",Roxbury, ,N,2017-01-12 17:36:00,2017,1,Thursday,17,Part Two,Not Specified
I162043253,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",South Boston,914,N,2016-06-02 08:39:00,2016,6,Thursday,8,Part Three,OLD COLONY AVE
I182046046,1874,Drug Violation,DRUGS - OTHER,Jamaica Plain,574,N,2018-06-13 20:34:52,2018,6,Wednesday,20,Part Two,WASHINGTON ST
I152078779,3114,Investigate Property,INVESTIGATE PROPERTY,Roxbury,568,N,2015-09-21 22:28:00,2015,9,Monday,22,Part Three,WALNUT AVE
I182042953,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),Mattapan,448,N,2018-06-04 00:07:00,2018,6,Monday,0,Other,SPENCER ST
I162088241,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Mattapan,418,N,2016-10-25 22:00:00,2016,10,Tuesday,22,Part One,MILTON AVE
I182067826,3201,Property Lost,PROPERTY - LOST,Roxbury,262,N,2018-08-24 13:27:58,2018,8,Friday,13,Part Three,W COTTAGE ST
I162071329,2629,Harassment,HARASSMENT,East Boston,19,N,2016-09-01 20:15:00,2016,9,Thursday,20,Part Two,SARATOGA ST
I152099697,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,429,N,2015-12-02 22:49:00,2015,12,Wednesday,22,Part Three,WILLOWWOOD ST
I162016054,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,South End,147,N,2016-02-27 14:00:00,2016,2,Saturday,14,Part One,WELLINGTON ST
I172018719,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,West Roxbury,702,N,2017-03-09 11:48:00,2017,3,Thursday,11,Part Three,ORIOLE ST
I172067806,3125,Warrant Arrests,WARRANT ARREST,South End,271,N,2017-08-17 10:30:00,2017,8,Thursday,10,Part Three,MASSACHUSETTS AVE
I172081215,1402,Vandalism,VANDALISM,Downtown,67,N,2017-09-29 08:24:00,2017,9,Friday,8,Part Two,GARDEN ST
I182038272,301,Robbery,ROBBERY - STREET,Roxbury,179,N,2018-05-19 22:56:00,2018,5,Saturday,22,Part One,Not Specified
I162025115,2610,Other,TRESPASSING,Downtown,65,N,2016-03-24 23:30:00,2016,3,Thursday,23,Part Two,CAMBRIDGE ST
I172106761,1402,Vandalism,VANDALISM,Charlestown,41,N,2017-12-27 17:30:00,2017,12,Wednesday,17,Part Two,VINE ST
I162048551,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,Mattapan,456,Y,2016-06-19 00:35:00,2016,6,Sunday,0,Part Two,ELLINGTON ST
I162043464,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Dorchester,356,N,2016-06-02 18:55:00,2016,6,Thursday,18,Part One,CHARLES ST
I172019076,2629,Harassment,HARASSMENT,Mattapan,468,N,2017-03-08 09:30:00,2017,3,Wednesday,9,Part Two,HAZLETON ST
I152055039,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Mattapan,944,N,2015-07-03 20:19:00,2015,7,Friday,20,Part Two,AMES WAY
I182031671,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,Dorchester,337,N,2018-04-27 22:18:00,2018,4,Friday,22,Part Three,GENEVA AVE
I172079657,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,468,N,2017-09-24 15:58:00,2017,9,Sunday,15,Part Three,WELLINGTON HILL ST
I162093631,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Roxbury,301,N,2016-11-15 05:15:00,2016,11,Tuesday,5,Part One,HIGHLAND PARK AVE
I172025250,3501,Missing Person Reported,MISSING PERSON,Dorchester,333,N,2017-04-01 11:43:00,2017,4,Saturday,11,Part Three,STANLEY ST
I182037613,3201,Property Lost,PROPERTY - LOST,Downtown,93,N,2018-03-31 11:00:00,2018,3,Saturday,11,Part Three,BLACKSTONE ST
I182004470,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,Brighton,938,N,2018-01-17 07:00:00,2018,1,Wednesday,7,Part One,FIDELIS WAY
I162098337,2610,Other,TRESPASSING,South End,903,N,2016-12-02 14:30:00,2016,12,Friday,14,Part Two,SHAWMUT AVE
I162090015,3410,Towed,TOWED MOTOR VEHICLE,Charlestown,57,N,2016-11-03 07:13:00,2016,11,Thursday,7,Part Three,WARREN ST
I182001069,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,Mattapan,468,N,2018-01-05 10:05:00,2018,1,Friday,10,Part Two,BLUE HILL AVE
I182048379,3502,Missing Person Located,MISSING PERSON - LOCATED,Roxbury,587,N,2018-06-21 03:00:00,2018,6,Thursday,3,Part Three,DELLE AVE
I162007543,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Hyde Park,522,N,2016-01-28 17:22:00,2016,1,Thursday,17,Part Three,WILTON ST
I152068334,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,444,N,2015-08-18 09:54:00,2015,8,Tuesday,9,Part Three,ESMOND ST
I162015884,3125,Warrant Arrests,WARRANT ARREST,Downtown, ,N,2016-02-28 18:10:00,2016,2,Sunday,18,Part Three,Not Specified
I172006767,3410,Towed,TOWED MOTOR VEHICLE,Brighton,804,N,2017-01-25 16:34:00,2017,1,Wednesday,16,Part Three,GUEST ST
I172079310,3301,Verbal Disputes,VERBAL DISPUTE,Charlestown, ,N,2017-09-23 11:37:00,2017,9,Saturday,11,Part Three,O'BRIEN CT
I182010967,3201,Property Lost,PROPERTY - LOST,Roxbury,603,N,2018-02-10 21:49:00,2018,2,Saturday,21,Part Three,TREMONT ST
I172080118,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,408,N,2017-09-25 21:48:00,2017,9,Monday,21,Part Three,TEMPLE ST
I172101024,3115,Investigate Person,INVESTIGATE PERSON,Downtown,117,N,2017-12-05 18:51:00,2017,12,Tuesday,18,Part Three,ESSEX ST
I152070897,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Hyde Park,940,N,2015-08-26 18:12:00,2015,8,Wednesday,18,Part Three,GARFIELD AVE
I182044702,617,Larceny,LARCENY THEFT FROM BUILDING,South Boston,186,N,2018-06-09 14:05:00,2018,6,Saturday,14,Part One,MASSACHUSETTS AVE
I162032823,613,Larceny,LARCENY SHOPLIFTING,South End,130,N,2016-04-27 21:03:00,2016,4,Wednesday,21,Part One,HUNTINGTON AVE
I182016207,2003,Offenses Against Child / Family,CHILD ENDANGERMENT (NO ASSAULT),Brighton,794,N,2018-03-02 13:27:00,2018,3,Friday,13,Part Two,PARK VALE AVE
I172040529,3301,Verbal Disputes,VERBAL DISPUTE,Roxbury,286,N,2017-05-22 21:28:00,2017,5,Monday,21,Part Three,RUGGLES ST
I152053512,2647,Other,THREATS TO DO BODILY HARM,South End,962,N,2015-06-28 17:33:00,2015,6,Sunday,17,Part Two,W DEDHAM ST
I162008733,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,284,N,2016-02-01 20:21:00,2016,2,Monday,20,Part Two,WARREN ST
I182016315,3114,Investigate Property,INVESTIGATE PROPERTY,Dorchester,400,N,2018-03-02 16:57:00,2018,3,Friday,16,Part Three,ASHMONT ST
I172055635,3114,Investigate Property,INVESTIGATE PROPERTY,Charlestown,900,N,2017-07-10 09:43:00,2017,7,Monday,9,Part Three,O'REILLY WAY
I182011090,3130,Search Warrants,SEARCH WARRANT,East Boston,28,N,2018-02-08 07:30:00,2018,2,Thursday,7,Part Three,PARIS ST
I182056731,3208,Property Lost,PROPERTY - MISSING,South End,165,N,2018-07-19 05:16:00,2018,7,Thursday,5,Part Three,HARRISON AVE
I162032898,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,Dorchester,342,N,2016-04-28 09:27:00,2016,4,Thursday,9,Part Two,GENEVA AVE
I172059267,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,East Boston,907,N,2017-07-21 19:29:00,2017,7,Friday,19,Part Three,SUMNER ST
I182068226,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Downtown,90,N,2018-08-25 19:04:00,2018,8,Saturday,19,Part Three,COMMERCIAL ST
I152055447,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South End,271,N,2015-07-05 13:05:00,2015,7,Sunday,13,Part Three,HARRISON AVE
I172104451,3125,Warrant Arrests,WARRANT ARREST,South End,905,N,2017-12-18 12:04:00,2017,12,Monday,12,Part Three,HARRISON AVE
I182013918,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",South Boston,915,Y,2018-02-22 00:13:00,2018,2,Thursday,0,Part One,PATTERSON WAY
I182010895,3114,Investigate Property,INVESTIGATE PROPERTY,Jamaica Plain,307,N,2018-02-10 10:30:00,2018,2,Saturday,10,Part Three,WALNUT PARK
I152050667,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,South End,152,N,2015-06-18 20:03:00,2015,6,Thursday,20,Part One,CLARENDON ST
I172094915,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,463,N,2017-11-13 17:10:00,2017,11,Monday,17,Part Three,LORNE ST
I172000993,613,Larceny,LARCENY SHOPLIFTING,South End, ,N,2017-01-04 17:39:00,2017,1,Wednesday,17,Part One,COMMONWEALTH AVE
